row,k,dst_lane,dst_reg,dst_byte,src_lane,src_reg,src_byte
23,13,23,3,1,-1,-1,-1
23,14,23,3,2,-1,-1,-1
23,15,23,3,3,-1,-1,-1
23,16,23,4,0,-1,-1,-1
23,17,23,4,1,-1,-1,-1
23,18,23,4,2,-1,-1,-1
23,19,23,4,3,59,4,3
23,20,23,5,0,-1,-1,-1
23,21,23,5,1,-1,-1,-1
23,22,23,5,2,-1,-1,-1
23,23,23,5,3,-1,-1,-1
23,24,23,6,0,-1,-1,-1
23,25,23,6,1,-1,-1,-1
23,26,23,6,2,-1,-1,-1
23,27,23,6,3,-1,-1,-1
23,28,23,7,0,-1,-1,-1
23,29,23,7,1,-1,-1,-1
23,30,23,7,2,-1,-1,-1
23,31,23,7,3,-1,-1,-1
24,0,24,0,0,-1,-1,-1
24,1,24,0,1,-1,-1,-1
24,2,24,0,2,-1,-1,-1
24,3,24,0,3,-1,-1,-1
24,4,24,1,0,-1,-1,-1
24,5,24,1,1,-1,-1,-1
24,6,24,1,2,-1,-1,-1
24,7,24,1,3,-1,-1,-1
24,8,24,2,0,-1,-1,-1
24,9,24,2,1,-1,-1,-1
24,10,24,2,2,-1,-1,-1
24,11,24,2,3,-1,-1,-1
24,12,24,3,0,-1,-1,-1
24,13,24,3,1,-1,-1,-1
24,14,24,3,2,-1,-1,-1
24,15,24,3,3,-1,-1,-1
24,16,24,4,0,-1,-1,-1
24,17,24,4,1,-1,-1,-1
24,18,24,4,2,-1,-1,-1
24,19,24,4,3,-1,-1,-1
24,20,24,5,0,-1,-1,-1
24,21,24,5,1,-1,-1,-1
24,22,24,5,2,-1,-1,-1
24,23,24,5,3,-1,-1,-1
24,24,24,6,0,-1,-1,-1
24,25,24,6,1,-1,-1,-1
24,26,24,6,2,-1,-1,-1
24,27,24,6,3,-1,-1,-1
24,28,24,7,0,-1,-1,-1
24,29,24,7,1,-1,-1,-1
24,30,24,7,2,-1,-1,-1
24,31,24,7,3,-1,-1,-1
25,0,25,0,0,-1,-1,-1
25,1,25,0,1,-1,-1,-1
25,2,25,0,2,-1,-1,-1
25,3,25,0,3,-1,-1,-1
25,4,25,1,0,-1,-1,-1
25,5,25,1,1,-1,-1,-1
25,6,25,1,2,-1,-1,-1
25,7,25,1,3,-1,-1,-1
25,8,25,2,0,-1,-1,-1
25,9,25,2,1,-1,-1,-1
25,10,25,2,2,-1,-1,-1
25,11,25,2,3,-1,-1,-1
25,12,25,3,0,-1,-1,-1
25,13,25,3,1,-1,-1,-1
25,14,25,3,2,-1,-1,-1
25,15,25,3,3,-1,-1,-1
25,16,25,4,0,-1,-1,-1
25,17,25,4,1,-1,-1,-1
25,18,25,4,2,-1,-1,-1
25,19,25,4,3,-1,-1,-1
25,20,25,5,0,-1,-1,-1
25,21,25,5,1,-1,-1,-1
25,22,25,5,2,-1,-1,-1
25,23,25,5,3,-1,-1,-1
25,24,25,6,0,-1,-1,-1
25,25,25,6,1,-1,-1,-1
25,26,25,6,2,-1,-1,-1
25,27,25,6,3,-1,-1,-1
25,28,25,7,0,-1,-1,-1
25,29,25,7,1,-1,-1,-1
25,30,25,7,2,-1,-1,-1
25,31,25,7,3,-1,-1,-1
26,0,26,0,0,-1,-1,-1
26,1,26,0,1,-1,-1,-1
26,2,26,0,2,-1,-1,-1
26,3,26,0,3,-1,-1,-1
26,4,26,1,0,-1,-1,-1
26,5,26,1,1,-1,-1,-1
26,6,26,1,2,-1,-1,-1
26,7,26,1,3,-1,-1,-1
26,8,26,2,0,-1,-1,-1
26,9,26,2,1,-1,-1,-1
26,10,26,2,2,-1,-1,-1
26,11,26,2,3,-1,-1,-1
26,12,26,3,0,-1,-1,-1
26,13,26,3,1,-1,-1,-1
26,14,26,3,2,-1,-1,-1
26,15,26,3,3,-1,-1,-1
26,16,26,4,0,-1,-1,-1
26,17,26,4,1,-1,-1,-1
26,18,26,4,2,-1,-1,-1
26,19,26,4,3,-1,-1,-1
26,20,26,5,0,-1,-1,-1
26,21,26,5,1,-1,-1,-1
26,22,26,5,2,-1,-1,-1
26,23,26,5,3,-1,-1,-1
26,24,26,6,0,-1,-1,-1
26,25,26,6,1,-1,-1,-1
26,26,26,6,2,-1,-1,-1
26,27,26,6,3,-1,-1,-1
26,28,26,7,0,-1,-1,-1
26,29,26,7,1,-1,-1,-1
26,30,26,7,2,-1,-1,-1
26,31,26,7,3,-1,-1,-1
27,0,27,0,0,-1,-1,-1
27,1,27,0,1,-1,-1,-1
27,2,27,0,2,-1,-1,-1
27,3,27,0,3,-1,-1,-1
27,4,27,1,0,-1,-1,-1
27,5,27,1,1,-1,-1,-1
27,6,27,1,2,-1,-1,-1
27,7,27,1,3,-1,-1,-1
27,8,27,2,0,-1,-1,-1
27,9,27,2,1,-1,-1,-1
27,10,27,2,2,-1,-1,-1
27,11,27,2,3,-1,-1,-1
27,12,27,3,0,-1,-1,-1
27,13,27,3,1,-1,-1,-1
27,14,27,3,2,-1,-1,-1
27,15,27,3,3,-1,-1,-1
27,16,27,4,0,-1,-1,-1
27,17,27,4,1,-1,-1,-1
27,18,27,4,2,-1,-1,-1
27,19,27,4,3,-1,-1,-1
27,20,27,5,0,-1,-1,-1
27,21,27,5,1,-1,-1,-1
27,22,27,5,2,-1,-1,-1
27,23,27,5,3,-1,-1,-1
27,24,27,6,0,-1,-1,-1
27,25,27,6,1,-1,-1,-1
27,26,27,6,2,-1,-1,-1
27,27,27,6,3,-1,-1,-1
27,28,27,7,0,-1,-1,-1
27,29,27,7,1,-1,-1,-1
27,30,27,7,2,-1,-1,-1
27,31,27,7,3,-1,-1,-1
28,0,28,0,0,-1,-1,-1
28,1,28,0,1,-1,-1,-1
28,2,28,0,2,-1,-1,-1
28,3,28,0,3,-1,-1,-1
28,4,28,1,0,-1,-1,-1
28,5,28,1,1,-1,-1,-1
28,6,28,1,2,-1,-1,-1
28,7,28,1,3,-1,-1,-1
28,8,28,2,0,-1,-1,-1
28,9,28,2,1,-1,-1,-1
28,10,28,2,2,-1,-1,-1
28,11,28,2,3,-1,-1,-1
28,12,28,3,0,-1,-1,-1
28,13,28,3,1,-1,-1,-1
28,14,28,3,2,-1,-1,-1
28,15,28,3,3,-1,-1,-1
28,16,28,4,0,-1,-1,-1
28,17,28,4,1,-1,-1,-1
28,18,28,4,2,-1,-1,-1
28,19,28,4,3,-1,-1,-1
28,20,28,5,0,-1,-1,-1
28,21,28,5,1,-1,-1,-1
28,22,28,5,2,-1,-1,-1
28,23,28,5,3,-1,-1,-1
28,24,28,6,0,-1,-1,-1
28,25,28,6,1,-1,-1,-1
28,26,28,6,2,-1,-1,-1
28,27,28,6,3,-1,-1,-1
28,28,28,7,0,-1,-1,-1
28,29,28,7,1,-1,-1,-1
28,30,28,7,2,-1,-1,-1
28,31,28,7,3,-1,-1,-1
29,0,29,0,0,-1,-1,-1
29,1,29,0,1,-1,-1,-1
29,2,29,0,2,-1,-1,-1
29,3,29,0,3,-1,-1,-1
29,4,29,1,0,-1,-1,-1
29,5,29,1,1,-1,-1,-1
29,6,29,1,2,-1,-1,-1
29,7,29,1,3,-1,-1,-1
29,8,29,2,0,-1,-1,-1
29,9,29,2,1,-1,-1,-1
29,10,29,2,2,-1,-1,-1
29,11,29,2,3,-1,-1,-1
29,12,29,3,0,-1,-1,-1
29,13,29,3,1,-1,-1,-1
29,14,29,3,2,-1,-1,-1
29,15,29,3,3,-1,-1,-1
29,16,29,4,0,-1,-1,-1
29,17,29,4,1,-1,-1,-1
29,18,29,4,2,-1,-1,-1
29,19,29,4,3,-1,-1,-1
29,20,29,5,0,-1,-1,-1
29,21,29,5,1,-1,-1,-1
29,22,29,5,2,-1,-1,-1
29,23,29,5,3,-1,-1,-1
29,24,29,6,0,-1,-1,-1
29,25,29,6,1,-1,-1,-1
29,26,29,6,2,-1,-1,-1
29,27,29,6,3,-1,-1,-1
29,28,29,7,0,-1,-1,-1
29,29,29,7,1,-1,-1,-1
29,30,29,7,2,-1,-1,-1
29,31,29,7,3,-1,-1,-1
30,0,30,0,0,-1,-1,-1
30,1,30,0,1,-1,-1,-1
30,2,30,0,2,-1,-1,-1
30,3,30,0,3,-1,-1,-1
30,4,30,1,0,-1,-1,-1
30,5,30,1,1,-1,-1,-1
30,6,30,1,2,-1,-1,-1
30,7,30,1,3,-1,-1,-1
30,8,30,2,0,-1,-1,-1
30,9,30,2,1,-1,-1,-1
30,10,30,2,2,-1,-1,-1
30,11,30,2,3,-1,-1,-1
30,12,30,3,0,-1,-1,-1
30,13,30,3,1,-1,-1,-1
30,14,30,3,2,-1,-1,-1
30,15,30,3,3,-1,-1,-1
30,16,30,4,0,-1,-1,-1
30,17,30,4,1,-1,-1,-1
30,18,30,4,2,-1,-1,-1
30,19,30,4,3,-1,-1,-1
30,20,30,5,0,-1,-1,-1
30,21,30,5,1,-1,-1,-1
30,22,30,5,2,-1,-1,-1
30,23,30,5,3,-1,-1,-1
30,24,30,6,0,-1,-1,-1
30,25,30,6,1,-1,-1,-1
30,26,30,6,2,-1,-1,-1
30,27,30,6,3,-1,-1,-1
30,28,30,7,0,-1,-1,-1
30,29,30,7,1,-1,-1,-1
30,30,30,7,2,-1,-1,-1
30,31,30,7,3,-1,-1,-1
31,0,31,0,0,-1,-1,-1
31,1,31,0,1,-1,-1,-1
31,2,31,0,2,-1,-1,-1
31,3,31,0,3,-1,-1,-1
31,4,31,1,0,-1,-1,-1
31,5,31,1,1,-1,-1,-1
31,6,31,1,2,-1,-1,-1
31,7,31,1,3,-1,-1,-1
31,8,31,2,0,-1,-1,-1
31,9,31,2,1,-1,-1,-1
31,10,31,2,2,-1,-1,-1
31,11,31,2,3,-1,-1,-1
31,12,31,3,0,-1,-1,-1
31,13,31,3,1,-1,-1,-1
31,14,31,3,2,-1,-1,-1
31,15,31,3,3,-1,-1,-1
31,16,31,4,0,-1,-1,-1
31,17,31,4,1,-1,-1,-1
31,18,31,4,2,-1,-1,-1
31,19,31,4,3,-1,-1,-1
31,20,31,5,0,-1,-1,-1
31,21,31,5,1,-1,-1,-1
31,22,31,5,2,-1,-1,-1
31,23,31,5,3,-1,-1,-1
31,24,31,6,0,-1,-1,-1
31,25,31,6,1,-1,-1,-1
31,26,31,6,2,-1,-1,-1
31,27,31,6,3,-1,-1,-1
31,28,31,7,0,-1,-1,-1
31,29,31,7,1,-1,-1,-1
31,30,31,7,2,-1,-1,-1
31,31,31,7,3,-1,-1,-1
